# GENERÁLT: eszkozok/sdbh_sdgnt_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	osszetett	nyelv	szotar	entry_id	lemma	lexid	entry_kod	domen_kod	domen	glossza	hivatkozas_n
G4472	G4472	—	gorog	SDGNT	004377000000000	ῥαντίζω	004377001003000	88.31	088003	Holy, Pure	to have one’s heart made pure; to be purified in one’s heart; to be pure	1
G4473	G4473	—	gorog	SDGNT	004378000000000	ῥαντισμός	004378001001000	47.16	047003	Application and Removal of Liquids or Masses	to sprinkle; sprinkling	2
G4474	G4474	—	gorog	SDGNT	004379000000000	ῥαπίζω	004379001001000	19.4	019001	Hit, Strike	to slap; to hit; to whip; to beat	2
G4475	G4475	—	gorog	SDGNT	004380000000000	ῥάπισμα	004380001001000	19.4	019001	Hit, Strike	to slap; to hit; to whip; to beat	3
G4476	G4476	—	gorog	SDGNT	004381000000000	ῥαφίς	004381001001000	6.215	006023	Miscellaneous	needle	2
G4476	G4476a	—	gorog	SDGNT	000953000000000	βελόνη	000953001001000	6.215	006023	Miscellaneous	needle	1
G4477	G4477	—	gorog	SDGNT	004382000000000	Ῥαχάβ	004382001001000	93.309	093001	Persons	Rahab	1
G4478	G4478	—	gorog	SDGNT	004383000000000	Ῥαχήλ	004383001001000	93.310	093001	Persons	Rachel	1
G4479	G4479	—	gorog	SDGNT	004384000000000	Ῥεβέκκα	004384001001000	93.311	093001	Persons	Rebecca	1
G4480	G4480	—	gorog	SDGNT	004385000000000	ῥέδη	004385001001000	6.53	006009	Vehicles	carriage; wagon	1
G4481	G4481b	—	gorog	SDGNT	004373000000000	Ῥαιφάν	004373001001000	93.308	093001	Persons	Rephan	1
G4482	G4482	—	gorog	SDGNT	004386000000000	ῥέω	004386001001000	14.17	014005	Events Involving Liquids and Dry Masses	to flow; a flow	1
G4484	G4484	—	gorog	SDGNT	004387000000000	Ῥήγιον	004387001001000	93.559	093002	Places	Rhegium	1
G4485	G4485	—	gorog	SDGNT	004388000000000	ῥῆγμα	004388001001000	20.58	020003	Destroy	destruction; crash	1
G4486	G4486	—	gorog	SDGNT	004389000000000	ῥήγνυμι	004389001001000	19.31	019003	Split, Tear	to tear; to rip; to burst	4
G4486	G4486	—	gorog	SDGNT	004389000000000	ῥήγνυμι	004389001002000	33.85	033006	Speak, Talk	to begin to shout; to shout	1
G4486	G4486	—	gorog	SDGNT	004389000000000	ῥήγνυμι	004389001003000	68.81	068007	Rapidity, Suddenness	to break forth with; to burst into	1
G4486	G4486	—	gorog	SDGNT	004389000000000	ῥήγνυμι	004389001004000	23.168	023009	Sickness, Disease, Weakness	to throw down in convulsions; to throw into a fit	2
G4487	G4487	—	gorog	SDGNT	004390000000000	ῥῆμα	004390001001000	33.9	033002	Word, Passage	word; saying	9
G4487	G4487	—	gorog	SDGNT	004390000000000	ῥῆμα	004390001002000	33.98	033006	Speak, Talk	word; saying; message; statement; question	52
G4487	G4487	—	gorog	SDGNT	004390000000000	ῥῆμα	004390001003000	13.115	013004	Happen	matter; thing; event	9
G4488	G4488	—	gorog	SDGNT	004391000000000	Ῥησά	004391001001000	93.312	093001	Persons	Rhesa	1
G4489	G4489	—	gorog	SDGNT	004392000000000	ῥήτωρ	004392001001000	56.36	056007	Attorney, Lawyer	lawyer; attorney; advocate	1
G4490	G4490	—	gorog	SDGNT	004393000000000	ῥητῶς	004393001001000	33.94	033006	Speak, Talk	thusly; just as said; in so many words	1
G4491	G4491	—	gorog	SDGNT	004394000000000	ῥίζα	004394001001000	3.47	003005	Non-Fruit Parts of Plants	root	13
G4491	G4491	—	gorog	SDGNT	004394000000000	ῥίζα	004394001002000	10.33	010002	Kinship Relations Involving Successive Generations	descendant; offspring	3
G4491	G4491	—	gorog	SDGNT	004394000000000	ῥίζα	004394001003000	89.17	089007	Cause and/or Reason	source; cause; reason	2
G4492	G4492	—	gorog	SDGNT	004395000000000	ῥιζόω	004395001001000	74.18	074	Able, Capable	to be strengthened; to be rooted in	2
G4493	G4493	—	gorog	SDGNT	004396000000000	ῥιπή	004396001001000	16.5	016	Non-Linear Movement	blinking	1
G4494	G4494	—	gorog	SDGNT	004397000000000	ῥιπίζω	004397001001000	16.11	016	Non-Linear Movement	to be tossed about	1
G4496	G4496	—	gorog	SDGNT	004398000000000	ῥίπτω	004398001001000	15.217	015026	Throw, Hurl	to throw; to hurl	4
