# GENERÁLT: eszkozok/sdbh_sdgnt_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSHebrewDicLexicalDomains-v0.9.2-en.JSON sha256=fbc862b2c46966cf7f3bf19c2f3e79a7391c34f8c737e1979fa5178ac603d0df; UBSGreekNTDicLexicalDomains-v1.1-en.JSON sha256=a816a6bb2bdbdd7df6f46f771b5ddb1b9c019d73c3f0147e5a5cead5cfef8b4b
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
szotar	kod	szint	szulo_kod	cimke	leiras
SDGNT	001015	2	001	Pastures and Cultivated Lands	—
SDGNT	001016	2	001	Thoroughfares: Roads, Streets, Paths, etc.	—
SDGNT	002	1	—	Natural Substances	—
SDGNT	002001	2	002	Elements	—
SDGNT	002002	2	002	Air	—
SDGNT	002003	2	002	Fire	—
SDGNT	002004	2	002	Water	—
SDGNT	002005	2	002	Earth, Mud, Sand, Rock	—
SDGNT	002006	2	002	Precious and Semiprecious Stones and Substances	—
SDGNT	002007	2	002	Metals	—
SDGNT	003	1	—	Plants	—
SDGNT	003001	2	003	Plants [General Meaning]	—
SDGNT	003002	2	003	Trees	—
SDGNT	003003	2	003	Plants That Are Not Trees	—
SDGNT	003004	2	003	Fruit Parts of Plants	—
SDGNT	003005	2	003	Non-Fruit Parts of Plants	—
SDGNT	003006	2	003	Wood and Wood Products	—
SDGNT	004	1	—	Animals	—
SDGNT	004001	2	004	Animals	—
SDGNT	004002	2	004	Birds	—
SDGNT	004003	2	004	Insects	—
SDGNT	004004	2	004	Reptiles and Other 'Creeping Things'	—
SDGNT	004005	2	004	Fishes and Other Sea Creatures	—
SDGNT	005	1	—	Foods and Condiments	—
SDGNT	005001	2	005	Food	—
SDGNT	005002	2	005	Condiments	—
SDGNT	006	1	—	Artifacts	—
SDGNT	006001	2	006	Artifacts [General Meaning]	—
SDGNT	006002	2	006	Instruments Used in Agriculture and Husbandry	—
SDGNT	006003	2	006	Instruments Used in Fishing	—
SDGNT	006004	2	006	Instruments Used in Binding and Fastening	—
SDGNT	006005	2	006	Traps, Snares	—
SDGNT	006006	2	006	Instruments Used in Punishment and Execution	—
SDGNT	006007	2	006	Weapons and Armor	—
SDGNT	006008	2	006	Boats and Parts of Boats	—
SDGNT	006009	2	006	Vehicles	—
SDGNT	006010	2	006	Instruments Used in Marking and Writing	—
SDGNT	006011	2	006	Money and Monetary Units	—
SDGNT	006012	2	006	Musical Instruments	—
SDGNT	006013	2	006	Images and Idols	—
SDGNT	006014	2	006	Lights and Light Holders	—
SDGNT	006015	2	006	Furniture	—
SDGNT	006016	2	006	Containers	—
SDGNT	006017	2	006	Cloth, Leather, and Objects Made of Such Materials	—
SDGNT	006018	2	006	Adornments	—
SDGNT	006019	2	006	Plant Products	—
SDGNT	006020	2	006	Medicines	—
SDGNT	006021	2	006	Perfumes and Incense	—
SDGNT	006022	2	006	Instruments for Measuring	—
SDGNT	006023	2	006	Miscellaneous	—
SDGNT	007	1	—	Constructions	—
SDGNT	007001	2	007	Constructions [General Meaning]	—
SDGNT	007002	2	007	Buildings	—
SDGNT	007003	2	007	Parts and Areas of Buildings	—
SDGNT	007004	2	007	Open Constructions	—
SDGNT	007005	2	007	Constructions for Holding Water	—
SDGNT	007006	2	007	Walls and Fences	—
SDGNT	007007	2	007	Miscellaneous Constructions	—
SDGNT	007008	2	007	Building Materials	—
SDGNT	008	1	—	Body, Body Parts, and Body Products	—
SDGNT	008001	2	008	Body	—
SDGNT	008002	2	008	Parts of the Body	—
SDGNT	008003	2	008	Physiological Products of the Body	—
SDGNT	009	1	—	People	—
SDGNT	009001	2	009	Human Beings	—
SDGNT	009002	2	009	Males	—
SDGNT	009003	2	009	Females	—
SDGNT	009004	2	009	Children	—
SDGNT	009005	2	009	Persons For Whom There Is Affectionate Concern	—
SDGNT	010	1	—	Kinship Terms	—
SDGNT	010001	2	010	Groups and Members of Groups of Persons Regarded as Related by Blood but without Special Reference to Successive Generations	—
SDGNT	010002	2	010	Kinship Relations Involving Successive Generations	—
SDGNT	010003	2	010	Kinship Relations of the Same Generation	—
SDGNT	010004	2	010	Kinship Relations Based upon Marriage	—
SDGNT	011	1	—	Groups and Classes of Persons and Members of Such Groups and Classes	—
SDGNT	011001	2	011	General	—
SDGNT	011002	2	011	Socio-Religious	—
SDGNT	011003	2	011	Socio-Political	—
SDGNT	011004	2	011	Ethnic-Cultural	—
SDGNT	011005	2	011	Philosophical	—
SDGNT	012	1	—	Supernatural Beings and Powers	—
SDGNT	012001	2	012	Supernatural Beings	—
SDGNT	012002	2	012	Supernatural Powers	—
SDGNT	013	1	—	Be, Become, Exist, Happen	—
SDGNT	013001	2	013	State	—
SDGNT	013002	2	013	Change of State	—
SDGNT	013003	2	013	Exist	—
SDGNT	013004	2	013	Happen	—
SDGNT	014	1	—	Physical Events and States	—
SDGNT	014001	2	014	Weather	—
SDGNT	014002	2	014	Wind	—
SDGNT	014003	2	014	Rain	—
SDGNT	014004	2	014	Thunder and Lightning	—
SDGNT	014005	2	014	Events Involving Liquids and Dry Masses	—
SDGNT	014006	2	014	Light	—
SDGNT	014007	2	014	Darkness	—
SDGNT	014008	2	014	Burning	—
SDGNT	014009	2	014	Sound	—
SDGNT	014010	2	014	Movement of the Earth	—
SDGNT	015	1	—	Linear Movement	—
SDGNT	015001	2	015	Move, Come/Go	—
SDGNT	015002	2	015	Travel, Journey	—
SDGNT	015003	2	015	Pass, Cross Over, Go Through, Go Around	—
SDGNT	015004	2	015	Leave, Depart, Flee, Escape, Send	—
SDGNT	015005	2	015	Come Near, Approach	—
SDGNT	015006	2	015	Come, Come To, Arrive	—
SDGNT	015007	2	015	Return	—
SDGNT	015008	2	015	Come/Go Into	—
SDGNT	015009	2	015	Come/Go Onto	—
SDGNT	015010	2	015	Come/Go Up, Ascend	—
SDGNT	015011	2	015	Come/Go Down, Descend	—
SDGNT	015012	2	015	Fall	—
SDGNT	015013	2	015	Gather, Cause To Come Together	—
SDGNT	015014	2	015	Disperse, Scatter	—
SDGNT	015015	2	015	Come/Go Prior To	—
SDGNT	015016	2	015	Come/Go In Front Of	—
SDGNT	015017	2	015	Come/Go Behind	—
SDGNT	015018	2	015	Go Around, Surround	—
SDGNT	015019	2	015	Come/Go With, Travel With	—
SDGNT	015020	2	015	Follow, Accompany	—
SDGNT	015021	2	015	Pursue, Follow	—
SDGNT	015022	2	015	Drive Along, Carry Along	—
SDGNT	015023	2	015	Lead, Bring, Take	—
SDGNT	015024	2	015	Carry, Bear	—
SDGNT	015025	2	015	Pull, Draw, Drag	—
SDGNT	015026	2	015	Throw, Hurl	—
SDGNT	015027	2	015	Movement with Speed	—
SDGNT	015028	2	015	Goal-Oriented Movement	—
SDGNT	015029	2	015	Walk, Step	—
SDGNT	015030	2	015	Run	—
SDGNT	015031	2	015	Jump, Leap	—
SDGNT	015032	2	015	Dance	—
SDGNT	015033	2	015	Fly	—
SDGNT	015034	2	015	Swim	—
SDGNT	015035	2	015	Roll	—
SDGNT	016	1	—	Non-Linear Movement	—
SDGNT	017	1	—	Stances and Events Related to Stances	—
SDGNT	017001	2	017	Stand	—
SDGNT	017002	2	017	Sit	—
SDGNT	017003	2	017	Kneel	—
SDGNT	017004	2	017	Prostrate	—
SDGNT	017005	2	017	Prostrate as an Act of Reverence or Supplication	—
SDGNT	017006	2	017	Recline [to eat]	—
SDGNT	017007	2	017	Lie	—
SDGNT	017008	2	017	Bend Over, Straighten Up	—
SDGNT	018	1	—	Attachment	—
SDGNT	018001	2	018	Grasp, Hold	—
SDGNT	018002	2	018	Fasten, Stick To	—
SDGNT	019	1	—	Physical Impact	—
SDGNT	019001	2	019	Hit, Strike	—
SDGNT	019002	2	019	Pierce, Cut	—
SDGNT	019003	2	019	Split, Tear	—
SDGNT	019004	2	019	Break, Break Through	—
SDGNT	019005	2	019	Press	—
SDGNT	019006	2	019	Dig	—
SDGNT	020	1	—	Violence, Harm, Destroy, Kill	—
SDGNT	020001	2	020	Violence	—
SDGNT	020002	2	020	Harm, Wound	—
SDGNT	020003	2	020	Destroy	—
SDGNT	020004	2	020	Kill	—
SDGNT	021	1	—	Danger, Risk, Safe, Save	—
SDGNT	021001	2	021	Danger	—
SDGNT	021002	2	021	Expose Oneself to Danger	—
SDGNT	021003	2	021	Safe, Free from Danger	—
SDGNT	021004	2	021	Become Safe, Free from Danger	—
SDGNT	021005	2	021	Cause To Be Safe, Free from Danger	—
SDGNT	021006	2	021	Save in a Religious Sense	—
SDGNT	022	1	—	Trouble, Hardship, Relief, Favorable Circumstances	—
SDGNT	022001	2	022	Trouble, Hardship, Distress	—
SDGNT	022002	2	022	Experience Trouble, Hardship	—
SDGNT	022003	2	022	Cause Trouble, Hardship	—
SDGNT	022004	2	022	Difficult, Hard	—
SDGNT	022005	2	022	Relief from Trouble	—
SDGNT	022006	2	022	Easy, Light	—
SDGNT	022007	2	022	Favorable Circumstances or State	—
SDGNT	023	1	—	Physiological Processes and States	—
SDGNT	023001	2	023	Eat, Drink	—
SDGNT	023002	2	023	Processes Involving the Mouth, Other Than Eating and Drinking	—
SDGNT	023003	2	023	Birth, Procreation	—
SDGNT	023004	2	023	Sexual Relations	—
SDGNT	023005	2	023	Sleep, Waking	—
SDGNT	023006	2	023	Tire, Rest	—
SDGNT	023007	2	023	Live, Die	—
SDGNT	023008	2	023	Health, Vigor, Strength	—
SDGNT	023009	2	023	Sickness, Disease, Weakness	—
SDGNT	023010	2	023	Breathe, Breath	—
SDGNT	023011	2	023	Grow, Growth	—
SDGNT	023012	2	023	Ripen, Produce Fruit, Bear Seed	—
SDGNT	023013	2	023	Rot, Decay	—
SDGNT	024	1	—	Sensory Events and States	—
SDGNT	024001	2	024	See	—
SDGNT	024002	2	024	Hear	—
SDGNT	024003	2	024	Smell	—
SDGNT	024004	2	024	Taste	—
SDGNT	024005	2	024	Touch, Feel	—
SDGNT	024006	2	024	Pain, Suffering	—
SDGNT	024007	2	024	General Sensory Perception	—
SDGNT	025	1	—	Attitudes and Emotions	—
SDGNT	025001	2	025	Desire, Want, Wish	—
SDGNT	025002	2	025	Desire Strongly	—
SDGNT	025003	2	025	Love, Affection, Compassion	—
SDGNT	025004	2	025	Hope, Look Forward To	—
SDGNT	025005	2	025	Be Willing	—
SDGNT	025006	2	025	Be Eager, Be Earnest, In a Devoted Manner	—
SDGNT	025007	2	025	Content, Satisfied	—
SDGNT	025008	2	025	Acceptable To, To Be Pleased With	—
SDGNT	025009	2	025	Thankful, Grateful	—
SDGNT	025010	2	025	Enjoy, Take Pleasure In, Be Fond of Doing	—
SDGNT	025011	2	025	Happy, Glad, Joyful	—
SDGNT	025012	2	025	Laugh, Cry, Groan	—
SDGNT	025013	2	025	Encouragement, Consolation	—
SDGNT	025014	2	025	Courage, Boldness	—
SDGNT	025015	2	025	Patience, Endurance, Perseverance	—
SDGNT	025016	2	025	Offend, Be Offended	—
SDGNT	025017	2	025	Abhor	—
SDGNT	025018	2	025	Shame, Disgrace, Humiliation	—
SDGNT	025019	2	025	Pride [legitimate]	—
SDGNT	025020	2	025	Surprise, Astonish	—
SDGNT	025021	2	025	Worry, Anxiety, Distress, Peace	—
SDGNT	025022	2	025	Fear, Terror, Alarm	—
SDGNT	025023	2	025	Sorrow, Regret	—
SDGNT	025024	2	025	Discouragement	—
SDGNT	026	1	—	Psychological Faculties	—
SDGNT	027	1	—	Learn	—
SDGNT	027001	2	027	Learn	—
SDGNT	027002	2	027	Learn the Location of Something	—
SDGNT	027003	2	027	Learn Something Against Someone	—
SDGNT	027004	2	027	Try To Learn	—
SDGNT	027005	2	027	Be Willing To Learn	—
SDGNT	027006	2	027	Be Ready To Learn, Pay Attention	—
SDGNT	027007	2	027	Recognize	—
SDGNT	028	1	—	Know	—
SDGNT	028001	2	028	Know	—
SDGNT	028002	2	028	Known [the content of knowledge]	—
SDGNT	028003	2	028	Well Known, Clearly Shown, Revealed	—
SDGNT	028004	2	028	Able To Be Known	—
SDGNT	028005	2	028	Not Able To Be Known, Secret	—
SDGNT	029	1	—	Memory and Recall	—
SDGNT	029001	2	029	Storing of Information	—
SDGNT	029002	2	029	Recalling from Memory	—
SDGNT	029003	2	029	Not Remembering, Forgetting	—
SDGNT	029004	2	029	Recalling and Responding with Appropriate Action	—
SDGNT	030	1	—	Think	—
SDGNT	030001	2	030	To Think, Thought	—
SDGNT	030002	2	030	To Think About, with the Implied Purpose of Responding Appropriately	—
SDGNT	030003	2	030	To Think Concerning Future Contingencies	—
SDGNT	030004	2	030	To Intend, To Purpose, To Plan	—
SDGNT	030005	2	030	To Decide, To Conclude	—
SDGNT	030006	2	030	To Choose, To Select, To Prefer	—
SDGNT	030007	2	030	To Distinguish, To Evaluate, To Judge	—
SDGNT	031	1	—	Hold a View, Believe, Trust	—
SDGNT	031001	2	031	Have an Opinion, Hold a View	—
SDGNT	031002	2	031	Hold a Wrong View, Be Mistaken	—
SDGNT	031003	2	031	Agree, Consent	—
SDGNT	031004	2	031	Acknowledge	—
SDGNT	031005	2	031	Suppose, Think Possible	—
SDGNT	031006	2	031	Believe To Be True	—
SDGNT	031007	2	031	Accept As True	—
SDGNT	031008	2	031	Change an Opinion Concerning Truth	—
SDGNT	031009	2	031	Trust, Rely	—
SDGNT	031010	2	031	Be a Believer, Christian Faith	—
SDGNT	032	1	—	Understand	—
SDGNT	032001	2	032	Understand	—
SDGNT	032002	2	032	Come To Understand	—
SDGNT	032003	2	032	Ease or Difficulty in Understanding	—
SDGNT	032004	2	032	Capacity for Understanding	—
SDGNT	032005	2	032	Lack of Capacity for Understanding	—
SDGNT	033	1	—	Communication	—
SDGNT	033001	2	033	Language	—
SDGNT	033002	2	033	Word, Passage	—
SDGNT	033003	2	033	Discourse Types	—
SDGNT	033004	2	033	Language Levels	—
SDGNT	033005	2	033	Written Language	—
SDGNT	033006	2	033	Speak, Talk	—
SDGNT	033007	2	033	Sing, Lament	—
SDGNT	033008	2	033	Keep Silent	—
SDGNT	033009	2	033	Name	—
SDGNT	033010	2	033	Interpret, Mean, Explain	—
SDGNT	033011	2	033	Converse, Discuss	—
SDGNT	033012	2	033	Ask For, Request	—
SDGNT	033013	2	033	Pray	—
SDGNT	033014	2	033	Question, Answer	—
SDGNT	033015	2	033	Inform, Announce	—
SDGNT	033016	2	033	Assert, Declare	—
SDGNT	033017	2	033	Teach	—
SDGNT	033018	2	033	Speak Truth, Speak Falsehood	—
SDGNT	033019	2	033	Preach, Proclaim	—
SDGNT	033020	2	033	Witness, Testify	—
SDGNT	033021	2	033	Profess Allegiance	—
SDGNT	033022	2	033	Admit, Confess, Deny	—
SDGNT	033023	2	033	Agree	—
SDGNT	033024	2	033	Foretell, Tell Fortunes	—
SDGNT	033025	2	033	Promise	—
SDGNT	033026	2	033	Threaten	—
SDGNT	033027	2	033	Advise	—
SDGNT	033028	2	033	Urge, Persuade	—
SDGNT	033029	2	033	Call	—
SDGNT	033030	2	033	Invite	—
SDGNT	033031	2	033	Insist	—
SDGNT	033032	2	033	Command, Order	—
SDGNT	033033	2	033	Law, Regulation, Ordinance	—
SDGNT	033034	2	033	Recommend, Propose	—
SDGNT	033035	2	033	Intercede	—
SDGNT	033036	2	033	Thanks	—
SDGNT	033037	2	033	Praise	—
SDGNT	033038	2	033	Flatter	—
SDGNT	033039	2	033	Boast	—
SDGNT	033040	2	033	Foolish Talk	—
SDGNT	033041	2	033	Complain	—
SDGNT	033042	2	033	Insult, Slander	—
SDGNT	033043	2	033	Gossip	—
SDGNT	033044	2	033	Mock, Ridicule	—
SDGNT	033045	2	033	Criticize	—
SDGNT	033046	2	033	Rebuke	—
SDGNT	033047	2	033	Warn	—
SDGNT	033048	2	033	Accuse, Blame	—
SDGNT	033049	2	033	Defend, Excuse	—
SDGNT	033050	2	033	Dispute, Debate	—
SDGNT	033051	2	033	Argue, Quarrel	—
SDGNT	033052	2	033	Oppose, Contradict	—
SDGNT	033053	2	033	Prophesy	—
SDGNT	033054	2	033	Swear, Put Under Oath, Vow	—
SDGNT	033055	2	033	Bless, Curse	—
SDGNT	033056	2	033	Non-Verbal Communication	—
SDGNT	034	1	—	Association	—
SDGNT	034001	2	034	Associate	—
SDGNT	034002	2	034	Join, Begin To Associate	—
SDGNT	034003	2	034	Belong To, Be Included in the Membership of, Be Excluded From	—
SDGNT	034004	2	034	Limit or Avoid Association	—
SDGNT	034005	2	034	Establish or Confirm a Relation	—
SDGNT	034006	2	034	Visit	—
SDGNT	034007	2	034	Welcome, Receive	—
SDGNT	034008	2	034	Show Hospitality	—
SDGNT	034009	2	034	Kiss, Embrace	—
SDGNT	034010	2	034	Marriage, Divorce	—
SDGNT	035	1	—	Help, Care For	—
SDGNT	035001	2	035	Help	—
SDGNT	035002	2	035	Serve	—
SDGNT	035003	2	035	Provide For, Support	—
SDGNT	035004	2	035	Care For, Take Care Of	—
SDGNT	035005	2	035	Entrust To the Care Of	—
SDGNT	035006	2	035	Rear, Bring Up	—
SDGNT	035007	2	035	Adopt	—
SDGNT	035008	2	035	Desert, Forsake	—
SDGNT	036	1	—	Guide, Discipline, Follow	—
SDGNT	036001	2	036	Guide, Lead	—
SDGNT	036002	2	036	Discipline, Train	—
SDGNT	036003	2	036	Obey, Disobey	—
SDGNT	036004	2	036	Follow, Be a Disciple	—
SDGNT	037	1	—	Control, Rule	—
SDGNT	037001	2	037	Control, Restrain	—
SDGNT	037002	2	037	Compel, Force	—
SDGNT	037003	2	037	Exercise Authority	—
SDGNT	037004	2	037	Rule, Govern	—
SDGNT	037005	2	037	Assign to a Role or Function	—
SDGNT	037006	2	037	Seize, Take into Custody	—
SDGNT	037007	2	037	Hand Over, Betray	—
SDGNT	037008	2	037	Imprison	—
SDGNT	037009	2	037	Guard, Watch Over	—
SDGNT	037010	2	037	Release, Set Free	—
SDGNT	038	1	—	Punish, Reward	—
SDGNT	038001	2	038	Punish	—
SDGNT	038002	2	038	Reward, Recompense	—
SDGNT	039	1	—	Hostility, Strife	—
SDGNT	039001	2	039	Opposition, Hostility	—
SDGNT	039002	2	039	Division	—
SDGNT	039003	2	039	Resistance	—
SDGNT	039004	2	039	Yielding	—
SDGNT	039005	2	039	Strife, Struggle	—
SDGNT	039006	2	039	Revenge	—
SDGNT	039007	2	039	Rebellion	—
SDGNT	039008	2	039	Riot	—
SDGNT	039009	2	039	Persecution	—
SDGNT	039010	2	039	Attack	—
SDGNT	039011	2	039	Ambush	—
SDGNT	039012	2	039	Conquer	—
SDGNT	040	1	—	Reconciliation, Forgiveness	—
SDGNT	040001	2	040	Reconciliation	—
SDGNT	040002	2	040	Forgiveness	—
SDGNT	041	1	—	Behavior and Related States	—
SDGNT	041001	2	041	Behavior, Conduct	—
SDGNT	041002	2	041	Custom, Tradition	—
SDGNT	041003	2	041	Particular Patterns of Behavior	—
SDGNT	041004	2	041	Imitate Behavior	—
SDGNT	041005	2	041	Change Behavior	—
SDGNT	042	1	—	Perform, Do	—
SDGNT	042001	2	042	Function	—
SDGNT	042002	2	042	Do, Perform	—
SDGNT	042003	2	042	Make, Create	—
SDGNT	042004	2	042	Work, Toil	—
SDGNT	042005	2	042	Craft, Trade	—
SDGNT	043	1	—	Agriculture	—
SDGNT	044	1	—	Animal Husbandry, Fishing	—
SDGNT	045	1	—	Building, Constructing	—
SDGNT	046	1	—	Household Activities	—
SDGNT	047	1	—	Activities Involving Liquids or Masses	—
SDGNT	047001	2	047	Movement of Liquids or Masses	—
SDGNT	047002	2	047	Use of Liquids	—
SDGNT	047003	2	047	Application and Removal of Liquids or Masses	—
SDGNT	048	1	—	Activities Involving Cloth	—
SDGNT	049	1	—	Activities Involving Clothing and Adorning	—
SDGNT	050	1	—	Contests and Play	—
SDGNT	051	1	—	Festivals	—
SDGNT	052	1	—	Funerals and Burial	—
SDGNT	053	1	—	Religious Activities	—
SDGNT	053001	2	053	Religious Practice	—
SDGNT	053002	2	053	Offering, Sacrifice	—
SDGNT	053003	2	053	Purify, Cleanse	—
SDGNT	053004	2	053	Defile, Unclean, Common	—
SDGNT	053005	2	053	Baptize	—
SDGNT	053006	2	053	Dedicate, Consecrate	—
SDGNT	053007	2	053	Worship, Reverence	—
SDGNT	053008	2	053	Fasting	—
SDGNT	053009	2	053	Roles and Functions	—
SDGNT	053010	2	053	Magic	—
SDGNT	053011	2	053	Exorcism	—
SDGNT	053012	2	053	Sacrilege	—
SDGNT	054	1	—	Maritime Activities	—
SDGNT	055	1	—	Military Activities	—
SDGNT	055001	2	055	To Arm	—
SDGNT	055002	2	055	To Fight	—
SDGNT	055003	2	055	Army	—
SDGNT	055004	2	055	Soldiers, Officers	—
SDGNT	055005	2	055	Prisoners of War	—
SDGNT	056	1	—	Courts and Legal Procedures	—
SDGNT	056001	2	056	Court of Justice	—
SDGNT	056002	2	056	Lawsuit, Case	—
SDGNT	056003	2	056	Accusation	—
SDGNT	056004	2	056	Judicial Hearing, Inquiry	—
SDGNT	056005	2	056	Judge, Condemn, Acquit	—
SDGNT	056006	2	056	Obtain Justice	—
SDGNT	056007	2	056	Attorney, Lawyer	—
SDGNT	056008	2	056	Lead Off to Punishment	—
SDGNT	057	1	—	Possess, Transfer, Exchange	—
SDGNT	057001	2	057	Have, Possess, Property, Owner	—
SDGNT	057002	2	057	Have Sufficient	—
SDGNT	057003	2	057	Be Rich, Be Wealthy	—
SDGNT	057004	2	057	Treasure	—
SDGNT	057005	2	057	Need, Lack	—
SDGNT	057006	2	057	Be Poor, Be Needy, Poverty	—
SDGNT	057007	2	057	Take, Obtain, Gain, Lose	—
SDGNT	057008	2	057	Give	—
SDGNT	057009	2	057	Receive	—
SDGNT	057010	2	057	Exchange	—
SDGNT	057011	2	057	Spend, Waste	—
SDGNT	057012	2	057	Pay, Price, Cost	—
SDGNT	057013	2	057	Hire, Rent Out	—
SDGNT	057014	2	057	Tax, Tribute	—
SDGNT	057015	2	057	Sell, Buy, Price	—
SDGNT	057016	2	057	Earn, Gain, Do Business	—
SDGNT	057017	2	057	Lend, Loan, Interest, Borrow, Bank	—
SDGNT	057018	2	057	Owe, Debt, Cancel	—
SDGNT	057019	2	057	Be a Financial Burden	—
SDGNT	057020	2	057	Keep Records	—
SDGNT	057021	2	057	Steal, Rob	—
SDGNT	058	1	—	Nature, Class, Example	—
SDGNT	058001	2	058	Nature, Character	—
SDGNT	058002	2	058	Appearance as an Outward Manifestation of Form	—
SDGNT	058003	2	058	Basic Principles or Features Defining the Nature of Something	—
SDGNT	058004	2	058	Class, Kind	—
SDGNT	058005	2	058	Same or Equivalent Kind or Class	—
SDGNT	058006	2	058	Different Kind or Class	—
SDGNT	058007	2	058	Distinctive, Unique	—
SDGNT	058008	2	058	Unusual, Different From the Ordinary	—
SDGNT	058009	2	058	Pattern, Model, Example, and Corresponding Representation	—
SDGNT	058010	2	058	Archetype, Corresponding Type [Antitype]	—
SDGNT	058011	2	058	New, Old [primarily non-temporal]	—
SDGNT	059	1	—	Quantity	—
SDGNT	059001	2	059	Many, Few [Countables]	—
SDGNT	059002	2	059	Much, Little [Masses, Collectives, Extensions]	—
SDGNT	059003	2	059	All, Any, Each, Every [Totality]	—
SDGNT	059004	2	059	Full, Empty	—
SDGNT	059005	2	059	Enough, Sufficient	—
SDGNT	059006	2	059	Abundance, Excess, Sparing	—
SDGNT	059007	2	059	Increase, Decrease	—
SDGNT	059008	2	059	Add, Subtract	—
SDGNT	060	1	—	Number	—
SDGNT	060001	2	060	Number, Countless	—
SDGNT	060002	2	060	One, Two, Three, Etc. [Cardinals]	—
SDGNT	060003	2	060	First, Second, Third, Etc. [Ordinals]	—
SDGNT	060004	2	060	Half, Third, Fourth [Fractional Part]	—
SDGNT	060005	2	060	Once, Twice, Three Times, Etc. [Cardinals of Time]	—
SDGNT	060006	2	060	Double, Four Times As Much, Etc. [Multiples]	—
SDGNT	060007	2	060	Pair, Group [Numbered Collectives]	—
SDGNT	061	1	—	Sequence	—
SDGNT	062	1	—	Arrange, Organize	—
SDGNT	062001	2	062	Put Together, Arrange [of physical objects]	—
SDGNT	062002	2	062	Organize [of events and states]	—
SDGNT	063	1	—	Whole, Unite, Part, Divide	—
SDGNT	063001	2	063	Whole	—
SDGNT	063002	2	063	Unite	—
SDGNT	063003	2	063	Mix	—
SDGNT	063004	2	063	Part	—
SDGNT	063005	2	063	Remnant	—
SDGNT	063006	2	063	Divide	—
SDGNT	063007	2	063	Separate	—
SDGNT	064	1	—	Comparison	—
SDGNT	065	1	—	Value	—
SDGNT	065001	2	065	Valuable, Lacking in Value	—
SDGNT	065002	2	065	Worthy, Not Worthy	—
SDGNT	065003	2	065	Good, Bad	—
SDGNT	065004	2	065	Useful, Useless	—
SDGNT	065005	2	065	Advantageous, Not Advantageous	—
SDGNT	065006	2	065	Important, Unimportant	—
SDGNT	066	1	—	Proper, Improper	—
SDGNT	067	1	—	Time	—
SDGNT	067001	2	067	A Point of Time without Reference to Other Points of Time: Time, Occasion, Ever, Often	—
SDGNT	067002	2	067	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	—
SDGNT	067003	2	067	A Point of Time with Reference to Duration of Time: Beginning, End	—
SDGNT	067004	2	067	A Point of Time with Reference to Units of Time: Daybreak, Midday, Midnight, Late	—
SDGNT	067005	2	067	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	—
SDGNT	067006	2	067	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	—
SDGNT	067007	2	067	Duration of Time with Reference to Some Unit of Time: During, In, While, Throughout	—
SDGNT	067008	2	067	Indefinite Units of Time: Age, Lifetime, Interval, Period	—
SDGNT	067009	2	067	Definite Units of Time: Year, Month, Week, Day, Hour	—
SDGNT	067010	2	067	Units of Time with Reference to Other Units or Points of Time: Yesterday, Today, Next Day	—
SDGNT	068	1	—	Aspect	—
SDGNT	068001	2	068	Begin, Start	—
SDGNT	068002	2	068	Continue	—
SDGNT	068003	2	068	Complete, Finish, Succeed	—
SDGNT	068004	2	068	Cease, Stop	—
SDGNT	068005	2	068	Try, Attempt	—
SDGNT	068006	2	068	Do Intensely or Extensively	—
SDGNT	068007	2	068	Rapidity, Suddenness	—
SDGNT	069	1	—	Affirmation, Negation	—
SDGNT	069001	2	069	Affirmation	—
SDGNT	069002	2	069	Negation	—
SDGNT	069003	2	069	Negation Combined with Clitics	—
SDGNT	069004	2	069	Markers for an Affirmative Response to Questions	—
SDGNT	069005	2	069	Markers for a Negative Response to Questions	—
SDGNT	070	1	—	Real, Unreal	—
SDGNT	071	1	—	Mode	—
SDGNT	071001	2	071	Possible, Impossible	—
SDGNT	071002	2	071	Probable, Improbable	—
SDGNT	071003	2	071	Certain, Uncertain	—
SDGNT	071004	2	071	Should, Ought	—
SDGNT	071005	2	071	Necessary, Unnecessary	—
SDGNT	072	1	—	True, False	—
SDGNT	072001	2	072	True, False	—
SDGNT	072002	2	072	Accurate, Inaccurate	—
SDGNT	073	1	—	Genuine, Phony	—
SDGNT	074	1	—	Able, Capable	—
SDGNT	075	1	—	Adequate, Qualified	—
SDGNT	076	1	—	Power, Force	—
SDGNT	077	1	—	Ready, Prepared	—
SDGNT	078	1	—	Degree	—
SDGNT	078001	2	078	Much, Little [Positive-Negative Degree]	—
SDGNT	078002	2	078	More Than, Less Than [Comparative Degree]	—
SDGNT	078003	2	078	About, Approximately, Almost, Hardly [Approximate Degree]	—
SDGNT	078004	2	078	Completely, Enough [Completive Degree]	—
SDGNT	078005	2	078	Up To, As Much As, To the Degree That [Marked Extent of Degree]	—
SDGNT	079	1	—	Features of Objects	—
SDGNT	079001	2	079	Physical [Material], Spiritual	—
